Topic,Top Terms,AI-related Terms Count
4007,"solemnly, swore, joyfully, proclaimed, hail, warn, perseverance, isolated, vigorously, declare",2
4033,"mo, solidified, commitment, unita, organizing, continuing, resolutely, convening, big, utmost",2
4073,"aid, trade, adage, operationalize, outreach, facilitation, supply, removed, component, adhere",2
4082,"protect, cares, deems, assurances, strain, satisfied, safeguards, obligation, machinery, protection",2
4101,"disadvantages, disadvantage, disadvantageous, advantages, entailed, constrain, procedural, asymmetries, inherent, comparative",2
4121,"organ, organs, entrusted, subsidiary, tasked, charged, confirm, council, primarily, upholding",2
4148,"bahrain, bahraini, bint, sabeeka, princess, kingdom, ibrahim, award, pioneering, khalifa",2
4165,"outrage, outraged, disdain, insults, disdained, disgraces, exemplify, vilification, justifiably, appalled",2
4169,"hypocrisy, deceit, hypocrisies, pharisaic, dissembling, advertised, explaining, tyrant, indignity, inconsistency",2
4210,"crime, crimes, horrible, campaign, criminal, requires, serious, again, justice, same",2
4211,"commission, replaces, sustainable, succeeded, ninth, april, chair, focused, development, environmental",2
4223,"reconstruction, busy, peacebuilding, regained, dividends, recovery, hence, sustain, solid, foster",2
4241,"history, excuses, historical, experiences, earlier, model, said, different, entire, make",2
4254,"2006, windhoek, june, groundbreaking, 2008, rightfully, positioned, detailed, april, 2012",2
4290,"bullying, bullies, harassment, arrogates, selfishness, skew, bullied, restraining, bully, powers",2
4360,"motherland, architects, maintaining, custodian, construct, advocating, maintenance, translate, tenure, wake",2
4364,"preparatory, committee, honor, examining, committees, introduction, opinions, chaired, review, testimony",2
4371,"recognition, correctly, assessed, recognizes, duly, reflecting, qualities, recognize, acknowledged, community",2
4379,"onlooker, respectable, member, fledged, vibrant, modest, community, engaged, constructive, deep",2
4398,"wall, green, kilometres, 527, 587, organizes, transcontinental, senegal, band, great",2
4411,"justice, emphasizing, enjoy, atmosphere, break, citizen, contained, person, forget, prevail",2
4441,"delegation, sixty, vows, pledge, ninth, acknowledges, fifth, fifty, session, eighth",2
4443,"committee, committeeís, answerable, praised, domain, voiced, forming, committees, hoc, ad",2
4450,"sterling, stewardship, eloquent, admiration, praise, testimony, award, acknowledge, accomplished, wise",2
4462,"restructuring, reorganization, reorganized, considered, indispensable, structures, renewed, bodies, including, vital",2
4473,"trade, plain, sell, shipping, surely, anything, anyone, begun, forget, fair",2
4493,"fait, accompli, faits, accomplis, impose, stubborn, imposing, imposition, pursues, exploiting",2
4515,"reworked, changes, scratch, reorganize, reshape, redirect, undergo, organizational, suit, thoroughly",2
4567,"consequences, humanitarian, disastrous, catastrophic, repercussions, defenders, uncertain, prevailing, austria, minorities",2
4605,"stifling, examining, regional, cooperation, interaction, economic, socio, balanced, technical, constructive",2
4608,"equilibrium, equilibriums, regains, emergent, atmospheric, influences, admit, moderation, species, fairer",2
4664,"integrated, integrating, integration, imbued, develops, experiment, mainstream, society, losing, concepts",2
4674,"unacknowledged, aligning, sustenance, democracy, functional, organizing, reminded, democratization, opinion, sure",2
4679,"divided, worlds, divisions, hierarchies, categorized, asymmetrical, globalizing, sorts, division, inequity",2
4699,"negotiators, frank, background, 1992, organization, alia, organizations, minorities, involving, structure",2
4745,"post, rebranded, 2015, scaled, hails, prominently, designing, sufficiently, figure, organizing",2
4764,"punish, thrasymachus, unscrupulously, socrates, supremacy, chimera, justice, court, courts, generators",2
4789,"testing, trusteeship, marshall, marshallese, 1946, 1958, tests, authorized, 67, detonation",2
4838,"programme, action, sustainable, undertake, concerted, five, promoting, aimed, actions, development",2
4876,"supervision, responsibilities, supposed, criticism, regulation, lastly, inevitably, assuming, maintaining, duty",2
4918,"legislative, executive, powersharing, bodies, legislatures, attorney, organs, legislature, formulas, branches",2
4995,"annex, redress, proposes, documents, useful, sustain, remaining, fulfil, emerged, convening",2
5021,"visionary, statements, cite, findings, incorporated, outlook, deepening, extending, creative, referred",2
5027,"shabaab, somali, amisom, al, somalia, defeated, surrendered, qaida, defeating, technicals",2
5099,"commended, performing, praised, released, mid, acknowledged, ignore, expected, endeavours, deserve",2
5137,"chairpersonship, europe, helsinki, excellence, lithuania, organization, cooperation, respecting, relevance, greatly",2
5149,"organs, organ, elaborating, deliberative, thorough, reform, removal, drawing, imagine, blood",2
5159,"coexistence, coexisting, obtains, peacefully, peaceful, coexist, generally, boundaries, alongside, neighbours",2
5184,"moldova, georgia, moldovans, blockaded, transdniestria, georgians, ukraine, ukrainians, karabakh, assisting",2
5226,"capacity, reinforcement, evaluate, catalyst, design, carefully, organization, influence, extent, capacities",2
5230,"integration, expediting, helpful, rests, lower, integrate, defining, movements, remaining, measure",2
5286,"industry, manufacturing, fused, subsectors, shudder, industries, inseparably, activated, complements, processing",2
5294,"organized, drug, trafficking, crime, drugs, feels, transnational, scourges, jamaica, project",2
5304,"mesmerized, organizationís, ridden, occurring, ease, crisis, crises, hit, organization, merely",2
5421,"cloud, clouds, lining, silver, dark, ominous, patches, behooves, storm, dissipate",2
5433,"kuwait, invasion, provocation, kuwaiti, constituted, red, interventions, losses, iraq, fought",2
5454,"ethnic, religious, groups, mosaic, sects, ethnicities, 140, ethnicity, faiths, religions",2
5514,"970, group, 68, goals, romania, laid, sustainable, solid, sharing, gratitude",2
5540,"toxin, biological, bacteriological, convention, comprise, stockpiling, weapons, reinforce, failure, concrete",2
5555,"indonesia, kita, teguh, runtuh, bercerai, bersatu, sailing, partner, ramping, ecosystem",2
5556,"defamation, slander, libel, decriminalized, defamatory, slanderous, films, campaign, forbid, disdain",2
5638,"religions, civilizations, cultures, faiths, identifying, prevail, civilization, different, rich, modern",2
5680,"cabins, unempowered, boat, 75, motto, choices, recognizable, envisioning, humanizing, multilayered",2
5711,"disinformation, misinformation, campaigns, alexey, navalny, oligarchic, truthful, revisionist, propagation, poisoning",2
5712,"unattained, impervious, renew, call, additionally, hence, applaud, influence, attain, fellow",2
5734,"transitory, impacting, health, calamity, looming, shock, avoided, fuelled, crisis, acknowledged",2
5757,"minustah, stabilization, haiti, mission, prefers, haitian, concludes, reconfiguration, calendar, nexus",2
5775,"retailored, mdgs, mdg, mistake, deadline, attaining, hence, noted, achievement, reflected",2
5812,"reactivating, dormant, production, producing, sell, producer, aiming, paid, producers, types",2
5828,"capacity, cross, generate, building, sustainable, capacities, broad, namely, border, local",2
5880,"sidelines, sidetracked, complaining, sidelined, kept, hitherto, extra, mainstream, watch, horror",2
5891,"forthright, describes, report, acknowledgement, organization, presented, stated, broad, his, statement",2
5908,"separatism, separatist, extremism, interreligious, fuelling, fuelled, extremist, manifestations, fighting, combating",2
5912,"industrial, revolution, fourth, machines, plugged, contrarily, yearn, robotization, revolutions, artificial",2
5919,"knowledge, catalysed, scarcely, heeded, economy, based, marginalization, globalized, intelligence, run",2
5928,"supervision, 1871, 1813, reorganized, deficient, regulation, supervisory, despotism, definite, amendments",2
5940,"categories, membership, allocation, overdue, improvements, gained, category, broad, standing, failure",2
5959,"jamaica, outsourcing, customer, turbines, optics, panels, recording, jamaican, macro, alleviation",2
5966,"indicators, ecomog, cyclical, suggested, barely, isolated, generally, macroeconomic, below, data",2
5988,"facebook, media, tweets, twitter, edged, arguably, networks, dared, sword, prudence",2
6013,"aid, effectiveness, paris, vientiane, declaration, accra, march, subject, 2005, said",2
6035,"infrastructure, pipelines, infrastructures, plants, energy, generating, transportation, roads, push, electricity",2
6052,"instruments, instrument, instrumental, irreplaceable, turned, primary, cultural, overall, organizations, organization",2
6055,"validating, inactivity, meanwhile, sustainability, merely, solid, posed, sustainable, meaningful, territories",2
6072,"elusive, unstructured, unexplored, relatively, sadly, remained, remain, try, ours, unless",2
6075,"organizing, appoint, chairs, high, establish, proposal, secretary, convene, convening, decision",2
6079,"act, inability, stone, powerless, differently, shaped, achievable, fail, becomes, accordingly",2
6162,"prices, unpredictably, volatility, fluctuation, unpredictability, strained, minimizing, energy, turbulence, unpredictable",2
6210,"cynics, bay, minority, organize, intends, holds, worked, organization, government, offer",2
6252,"openness, distrust, strives, maintains, open, data, chance, policy, accountable, gives",2
6300,"sahel, wall, mauritania, sahara, green, desertification, sand, iucn, marseille, panafrican",2
6357,"revolution, technological, palpable, sparked, ushered, ravages, initiate, fewer, technology, engaging",2
6360,"gas, liquid, oil, mainstay, quantities, devising, crude, natural, imports, gases",2
6380,"incomplete, complete, awaited, affirms, remaining, 16, expansion, unless, makes, consideration",2
6381,"domains, domain, venturing, reserved, multiple, entering, specialized, involved, increasingly, levels",2
6382,"biological, chemical, rotting, radiological, outmoded, destruction, produced, nuclear, model, whether",2
6392,"organic, organically, multiply, stockholm, multiplied, persistent, progressively, decisively, application, determine",2
6397,"purposes, supervision, energy, peaceful, affirmed, safeguards, exclusively, decided, proud, accordance",2
6402,"inhibit, containment, stability, depends, capacities, sustainable, instability, stable, integrity, needed",2
6409,"taiwan, loving, weigh, invites, displayed, understands, cognizant, restraint, province, chinese",2
6434,"armenian, servicemen, azerbaijani, azerbaijan, jermuk, shooting, artsakh, residents, 1905, gegharkunik",2
6435,"oman, sultanate, unto, sultan, tariq, siding, haitham, noninterference, contentment, impairment",2
6456,"intergovernmental, governmental, character, offer, institutions, although, non, organizations, maintain, different",2
6462,"clichéd, utopia, idle, dream, nevertheless, met, requires, sustainability, sustainable, achieving",2
2,"terrorism, counter, manifestations, fight, forms, combating, combat, terrorists, against, terror",1
