Country,Session,Year,Sentence,Country Name,Topic,Topic Name
LSO,51,1996,"In spite of the fact that the cold war has ended and that the START Treaties have been concluded, tens of thousands of nuclear weapons are still deployed by nuclear States, and there is a very real possibility that many more States could develop such weapons",Lesotho,0,Nuclear Weapons
LSO,51,1996,The fact that nuclear weapons are not prohibited by convention weakens the willingness of many non-nuclear States to abide by the Biological Weapons Convention and the Chemical Weapons Convention,Lesotho,0,Nuclear Weapons
LSO,51,1996,Lesotho believes that the proliferation of nuclear- weapons technology and the manufacture of nuclear weapons constitute a very serious problem which the international community cannot and must not ignore,Lesotho,0,Nuclear Weapons
BLZ,51,1996,"We may also wish to acknowledge the fact that the nuclear Powers are merely revocable trustees over nuclear weapons, even as we move towards ending all forms of nuclear testing and comply with the recent Advisory Opinion of the International Court of Justice requiring the prompt negotiation, in good faith, of nuclear disarmament",Belize,0,Nuclear Weapons
AGO,51,1996,We support the efforts to ban new nuclear tests,Angola,0,Nuclear Weapons
ITA,51,1996,A major step on the road to nuclear disarmament has of course been taken with the signing of the Comprehensive Nuclear-Test-Ban Treaty,Italy,0,Nuclear Weapons
ARE,51,1996,"We fully subscribe to the international call for a regional and international nuclear-test ban, and for the establishment of international zones free of all weapons of mass destruction, particularly nuclear weapons",United Arab Emirates,0,Nuclear Weapons
ARE,51,1996,"These weapons pose a grave danger to our health, our environment and our natural resources",United Arab Emirates,1,Biological Weapons
ARE,51,1996,"The international community must call on Israel to accede to the Treaty on the Non- Proliferation of Nuclear Weapons, and to comply with the international safeguards regime of the International Atomic Energy Agency",United Arab Emirates,0,Nuclear Weapons
LVA,51,1996,"We support the chemical weapons Convention, even though we are concerned that the two largest producers of chemical weapons have not yet ratified the Convention",Latvia,2,Chemical Weapons
PNG,51,1996,"The remaining nuclear Powers with interests in our region — France, the United Kingdom and the United States of America — have signed the South Pacific Nuclear Free Zone Treaty (Treaty of Rarotonga)",Papua New Guinea,0,Nuclear Weapons
NIC,51,1996,"At the same time, several nuclear-weapon States have initiated moratoriums on testing, thus greatly diminishing the possibility of a devastating nuclear war",Nicaragua,0,Nuclear Weapons
NIC,51,1996,We have also seen an increase in the number of nuclear-weapon-free zones,Nicaragua,0,Nuclear Weapons
SVK,51,1996,"Slovakia, as a country using nuclear power solely for peaceful purposes, unequivocally supports all steps which prevent the proliferation of nuclear weapons and create conditions for their eventual elimination",Slovakia,0,Nuclear Weapons
SVK,51,1996,"The world community is also paying close attention to another important disarmament agreement — namely, the Chemical Weapons Convention",Slovakia,2,Chemical Weapons
FJI,51,1996,"The world entered a new phase, the nuclear age, when several Powers began to develop, test and produce nuclear weapons",Fiji,0,Nuclear Weapons
FJI,51,1996,"In the final analysis, we do not see the adoption of the CTBT as the final nail in the coffin of nuclear weapons",Fiji,0,Nuclear Weapons
FJI,51,1996,"The stark reality of international affairs in our world today is that total nuclear disarmament and general disarmament, or even accelerated movement towards those goals, will not end tensions and conflicts and threats to peace",Fiji,0,Nuclear Weapons
TZA,51,1996,Vast nuclear arsenals remain and their technological improvement continues unabated,"Tanzania, United Republic of",0,Nuclear Weapons
UGA,51,1996,"These measures must include long-term financial and technical support, the transfer of technology as critical elements for the effective implementation of the Uruguay agreements and in the improvement of the trade performance of developing countries",Uganda,18,Technology Transfer
UGA,51,1996,We welcome the adoption of the Comprehensive Nuclear-Test-Ban Treaty,Uganda,0,Nuclear Weapons
UGA,51,1996,"However, we urge the nuclear- weapon States to seize this opportunity to commit themselves to adopting concrete time- frames for the total elimination of all nuclear weapons, as well as to stopping the qualitative development and refinement of nuclear arsenals, including through computer simulation",Uganda,0,Nuclear Weapons
CPV,51,1996,"The process of nuclear disarmament should, from now on, gain greater attention and follow-up",Cabo Verde,0,Nuclear Weapons
NZL,51,1996,"New Zealand has argued, and will continue to argue, for a world without nuclear weapons",New Zealand,0,Nuclear Weapons
NZL,51,1996,Our belief that these weapons of mass destruction can and should be eliminated has been reinforced by the experiences of our region as a testing ground for nuclear weapons,New Zealand,0,Nuclear Weapons
NZL,51,1996,"But even more, it puts real obstacles in the way of any State seeking to refine or develop a nuclear arsenal",New Zealand,0,Nuclear Weapons
NZL,51,1996,We   have taken a significant step on the way to eliminating nuclear weapons entirely,New Zealand,0,Nuclear Weapons
NZL,51,1996,"Further steps towards a nuclear-free world are recommended in the report of the Canberra Commission on the Elimination of Nuclear Weapons, released last month",New Zealand,0,Nuclear Weapons
NZL,51,1996,"We hope that report will energize discussions at the national level, particularly in the nuclear-weapon States",New Zealand,0,Nuclear Weapons
NZL,51,1996,The aspirations of many States to be free of nuclear weapons have found expression in the establishment of what are now four nuclear-weapon-free zones,New Zealand,0,Nuclear Weapons
NZL,51,1996,My Government has given considerable thought to ways in which cooperation between nuclear-weapon-free zones can be advanced,New Zealand,0,Nuclear Weapons
LBN,51,1996,"The increased number and growing sophistication of lethal nuclear, chemical and bacteriological weapons of mass destruction and the further development of their intercontinental delivery systems heightens the threat of annihilation for many countries and peoples, especially when some of the countries which possess them lack even minimal credibility",Lebanon,0,Nuclear Weapons
LBN,51,1996,Israel is allowed to maintain a formidable nuclear arsenal in one of the most sensitive and volatile regions of the world without any safeguards or controls; this poses a threat to all the peoples of the region,Lebanon,0,Nuclear Weapons
LBN,51,1996,Those who do not possess weapons are asked to give assurances to those who have one of the largest nuclear arsenals in the world and who could not be convinced to accede to the NPT when other countries have been forced to accept its indefinite extension,Lebanon,0,Nuclear Weapons
KGZ,51,1996,"Half a century of experience of world political development under the aegis of the United Nations leads us to conclude that there should be more non-conflict, sustainably developing nuclear-weapon-free zones",Kyrgyzstan,0,Nuclear Weapons
KGZ,51,1996,The long-awaited hour has come: the Comprehensive Nuclear-Test-Ban Treaty has been signed by an overwhelming majority of States Members of the United Nations,Kyrgyzstan,0,Nuclear Weapons
KGZ,51,1996,The Treaty on the Non-Proliferation of Nuclear Weapons and the Comprehensive Nuclear-Test-Ban Treaty are major milestones on the road to a future nuclear- weapon-free world,Kyrgyzstan,0,Nuclear Weapons
KGZ,51,1996,We are resolved to make Central Asia a nuclear-weapon-free zone,Kyrgyzstan,0,Nuclear Weapons
KGZ,51,1996,Support and appropriate guarantees from the nuclear States would constitute an important prerequisite for that achievement,Kyrgyzstan,9,Nuclear Energy
TGO,51,1996,"This would allow the international community to make headway towards the definitive elimination of nuclear weapons, which is one of the most ardent wishes of humanity",Togo,0,Nuclear Weapons
MMR,51,1996,"The proliferation of arms, particularly of weapons of mass destruction, remains the greatest potential threat to mankind’s survival",Myanmar,0,Nuclear Weapons
MMR,51,1996,"All States, large and small, nuclear and non-nuclear, have a vital interest in ensuring the success of negotiations on disarmament",Myanmar,0,Nuclear Weapons
MMR,51,1996,"The primary responsibility for removing the threat of a nuclear 16   holocaust, however, rests with the nuclear-weapon States",Myanmar,0,Nuclear Weapons
