Series Name,Series Code,Country Name,Country Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Denmark,DNK,19.5644428511085,20.2319629319966,20.4236252284711,20.5755636281273,20.6402200527554,19.5550544065806,19.796771565732,20.8355183946708,23.4885652894018
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Djibouti,DJI,11.3951494809576,11.3387071221455,12.4061244543166,13.9916053923181,14.610289493982,15.0382639880325,16.2871053583915,15.3334920367534,15.3024345262154
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Dominica,DMA,12.5336474907362,11.9917471172758,11.0723694955936,16.1501588912329,15.0803985101293,12.2295024166654,12.1723296113979,11.9981943842911,12.1968761680391
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Dominican Republic,DOM,28.4963681779993,27.5780873614009,28.0687739986086,28.8112847763176,29.0773366472454,30.2824717113219,32.6621209293127,33.0696648664408,31.1386885672813
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Ecuador,ECU,28.0900423392523,27.5339637947157,28.4680086969835,28.0147495283775,26.6504605861627,23.9811347301352,27.4363822676538,29.2119799311546,26.8571330147768
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,"Egypt, Arab Rep.",EGY,36.6302015379086,32.4559535988041,34.3958680933773,35.32987502651,35.8254243818749,32.3694440960636,31.1876357692741,32.7114314706066,32.1190419225224
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,El Salvador,SLV,25.2889295441979,24.8348278708617,25.1714727339037,25.0755067570813,25.3481437171191,23.7247499015898,24.1049005031825,25.2100102160373,24.9541534154015
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Equatorial Guinea,GNQ,59.1005872679086,52.3302543282798,56.8622280929059,57.2950816179221,52.0754100364789,45.4054105758078,50.2017921133827,56.2109990616104,46.5038081676499
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Eritrea,ERI,..,..,..,..,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Estonia,EST,23.1154851402023,23.2340417592371,23.180862044638,23.288660554967,22.313384878363,21.7717078135052,22.6516169764727,23.3390486819003,21.7421087380918
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Ethiopia,ETH,16.2977936386153,21.9325682020946,23.5819061799905,27.3057021409277,24.8223675100372,23.1022948090627,21.8500273668148,22.7175278117724,24.4766764370164
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Faroe Islands,FRO,16.4855344459202,15.6007434708684,17.3064999745896,17.8879353159704,19.1133470734853,20.98884824361,19.52491938039,17.9467876458585,19.6699145254696
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Fiji,FJI,15.1712700020285,16.2026863893458,15.6940490967514,15.5373186382605,15.8186627479472,17.1889953619513,16.6732884029298,15.7071311485904,14.1921339062096
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Finland,FIN,23.3039316434498,23.4765920163918,24.4706416384075,24.1107349992454,24.1466052876512,24.227220617039,24.2326060040842,25.208549398025,23.8647007171081
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,France,FRA,17.236441547058,16.9433572396904,16.7483032647876,16.725283255726,16.907003960354,16.272651205236,16.0877289574672,16.1980918380604,18.4701925763483
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,French Polynesia,PYF,10.8248430549639,10.6679176130323,10.3548389714295,10.2875467388464,10.6834624276376,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Gabon,GAB,48.1836272968661,45.0378509048684,45.4673089938161,47.1270856238547,47.6788640928906,41.5141013333535,52.9429816472337,59.1275018282814,53.5260426150101
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,"Gambia, The",GMB,17.1434530643603,20.9355929614924,17.8927550195818,17.3104257988738,17.2826008332323,16.8536853891411,15.8821231471213,15.5889695262957,16.6589321268444
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Georgia,GEO,19.7698929026282,19.1221601510136,21.2674893565554,20.9042764578834,20.0073713952459,21.0709552310751,21.0675612607865,21.329779714521,18.8799548739128
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Germany,DEU,25.9152852721469,26.2157748012428,26.1175704194698,25.9385391984565,25.631053953741,25.3774618653649,25.3066536831626,25.6868874641173,26.8431150028073
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Ghana,GHA,31.1193795046839,27.6932546491989,29.9522176933621,31.1777436281076,31.1077243700312,29.8767542337189,28.4050146696866,31.470050505779,29.4595520645092
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Greece,GRC,14.4406143927451,14.3053359941807,13.5438938901132,13.6804076386379,13.4139572418293,14.2956021874194,14.7711977789358,16.6977234545458,15.2818535136882
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Greenland,GRL,17.0467116297327,17.6874070578423,17.0105529266181,18.2130067733894,17.1422282695694,18.3462493864255,16.0613255078918,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Grenada,GRD,12.3242889833279,12.1551895563471,12.715876749963,13.4331770166911,13.6417603413492,13.0941605347134,14.5479555080553,16.1794238981841,14.9533919520249
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Guatemala,GTM,22.7375109396278,22.6144411202747,21.9049097758764,21.426432384342,21.9422574352816,22.3294633677349,22.2413133558521,22.5990016497056,22.2850560397911
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Guinea,GIN,26.3246416118291,30.1038432883843,31.653986926333,33.3410014345781,29.390798702636,28.5122742669412,28.8210712335353,26.5029300686511,26.3423136091559
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Guinea-Bissau,GNB,12.9268475259906,12.0226933283458,11.7058928971019,16.3705721944585,15.6781094992378,15.8307171989511,15.1496079230574,16.0230829909731,18.779829790111
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Guyana,GUY,24.7187387911341,29.382927306177,26.2070906824899,26.2597639752552,28.6893186333175,38.7960801467797,50.3895812479081,67.8206484460748,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Haiti,HTI,26.0556909416746,24.4486778891376,23.7054083866046,24.1385210331551,23.3823262210182,23.3275394461847,25.5281087826092,29.3411380317267,31.037006006726
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Honduras,HND,25.6499709386427,25.8278974975697,26.5389223099615,26.5924587973715,26.7243168964313,25.357857215276,25.8201593146773,25.9084247689488,26.0324240833019
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,"Hong Kong SAR, China",HKG,7.05801657854796,7.47571466772237,7.21876244307908,6.47887850480474,6.25471437479218,6.17058195458318,5.98949153287008,6.26262690990078,6.32398500000503
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Hungary,HUN,26.3832312418632,25.4924908026605,25.1696808716092,25.0848220572613,24.7117816607969,24.3802502634253,24.1759579032159,24.6483648818031,24.320183560803
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Iceland,ISL,20.0609398683861,19.5776787703931,19.5602567935748,19.8218480286442,19.5316331579433,20.1810957964365,20.3882857707002,21.2644096559347,21.0567362164463
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,India,IND,27.34739147794,26.6189999399789,26.5000166464804,26.4120919013735,24.5914753075066,25.1229058078344,26.466523606501,25.2840627836144,25.0306333187945
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Indonesia,IDN,40.0478624042506,39.3084439802081,39.3791548040237,39.7297374523848,38.9517679950779,38.2383937187942,39.8448191919686,41.4300472451885,40.2156294645022
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,"Iran, Islamic Rep.",IRN,32.1747396532204,34.3675077733411,36.2293263183709,37.3527826815851,33.2971452640649,36.1405561421958,38.0137347471642,39.8556929760804,36.2438644208097
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Iraq,IRQ,45.340288824262,46.1825020614016,51.3296814634291,54.1699427538136,53.1094032824868,39.9040972152303,54.6088877710074,65.8283943922012,55.5843655997855
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Ireland,IRL,38.4033028786772,36.4831744397148,36.2358904469279,36.8782374335931,35.9150001809721,37.3727562066088,38.1839140893978,40.6817053341015,33.1881838653592
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Isle of Man,IMN,8.70677272502809,7.90699830002406,7.43195587054351,8.02155779521804,7.59325582917094,8.88444589020917,9.42416820760903,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Israel,ISR,20.0148199713133,19.1668012383265,18.6105379660497,18.8789371636705,18.9783397581656,19.4292111857689,18.0251296771784,18.8921333617118,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Italy,ITA,20.2895283210976,20.6626457226581,20.7926142437946,20.9865490224579,21.0122984359559,20.9642039077686,22.5572771105288,23.2224261836768,22.9395572766071
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Jamaica,JAM,19.2659776570983,19.111969221596,19.4369995118798,20.3485409552147,19.2535844539959,20.3912395369836,20.9347128044777,19.9220815361069,18.648884323148
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Japan,JPN,28.5837114240167,28.6299476490573,28.8824260088632,29.0140076866127,28.8040848106902,29.07340051522,29.2628608719163,26.9164340611327,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Jordan,JOR,25.2328062594007,24.6693119626594,24.5139698529782,24.077832929113,24.1116880393062,23.5538100159112,23.4204240200794,24.4882015845826,24.7652637905021
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Kazakhstan,KAZ,30.8547873936113,31.9797903606788,32.3252253010728,33.4962004017876,33.028795913527,33.0977971542858,35.2669295966944,34.9793974237581,32.3295253976977
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Kenya,KEN,18.8940456983605,18.1621592865164,17.5035092078691,17.313146131064,16.9305452274709,17.4002876322786,17.1524357767952,17.5274480968435,16.8580693934385
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Kiribati,KIR,14.7267735861681,14.6506378795716,12.4167585745973,11.0818130363672,9.56440721760259,9.76594751295746,10.6275457086531,9.8307408470718,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,"Korea, Rep.",KOR,34.1499356702728,34.2977996755017,34.766308535902,34.0458023068892,32.6791489168007,32.5381602000323,32.4320155023667,31.7263012565745,31.5941649740866
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Kosovo,XKX,26.9432328185615,26.8584265970502,27.5275719677758,27.9083585287373,27.0883844668186,27.5584566251826,27.4491619936227,27.2441813918075,26.345706078274
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Kuwait,KWT,55.9358456586362,52.1347801606119,55.6192158697721,60.127653727139,57.718656737376,48.4612101849271,58.2641331500185,65.6096653741862,60.7482821251585
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Kyrgyz Republic,KGZ,25.0780623169816,26.5464240007793,27.3080934715766,27.4785136821163,26.5803149529246,26.9042468476068,23.7483015677374,24.1941421977643,22.6354196130715
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Lao PDR,LAO,27.6933442499915,28.7595046372574,30.91247539947,31.533192488879,31.531381987864,32.4163678323352,34.1299777246213,34.1089797342112,30.5335808308347
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Latvia,LVA,19.7834567448988,19.1654365749872,19.7767293914993,19.3453568005874,19.5988527886207,20.3341837659978,21.0908370063156,20.7207020806979,22.3381247616129
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Lebanon,LBN,15.7051846447457,15.9539038084869,14.9268797796791,13.8056023781184,12.4991181838946,6.63816639544826,2.7586320737767,2.39076209975393,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Lesotho,LSO,33.7385657003649,30.5866475742865,28.5730617255808,31.139042579725,30.5436539026894,31.0792071269451,32.0714582732775,30.4887412826069,28.7322622937261
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Liberia,LBR,16.8248454785241,13.7704420019235,15.4416514284322,16.9238649522893,16.9896070200098,16.9489513058722,18.2177905549011,20.6885472727514,24.1745283018868
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Libya,LBY,34.8289693278703,26.0770762664238,38.9800161101817,49.676758007488,49.9776179313478,15.9502036425113,74.9121008371648,76.8380798647142,77.3400785094267
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Liechtenstein,LIE,37.2602648896845,41.9543783150565,44.078617141423,41.7550346850839,44.2952285660684,40.3036198267405,40.2009622344276,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Lithuania,LTU,26.9636978611038,25.9974602207029,25.720457681502,25.5788787201366,25.2564149405008,24.7876900738526,24.8587509219797,25.6398695886222,24.2370942924201
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Luxembourg,LUX,11.539623433831,12.0959325625638,10.8183368591649,10.9806523373367,11.5988958079178,11.3118944845976,10.7209988936008,10.3967225167357,10.4719147444682
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,"Macao SAR, China",MAC,7.69596450454257,6.62061807606065,4.99677284541064,4.09066117205018,4.21334413101183,8.4851657768273,7.68616442002856,9.25192066381316,5.44475371485509
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,North Macedonia,MKD,23.9221832208017,23.9630460915105,24.2589458765972,24.0504298826712,23.7034834116039,22.7433958881186,22.5805920939893,23.0244680694634,23.2578241917624
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Madagascar,MDG,18.950884731327,19.4099444668858,20.1123576645922,21.4819574714216,22.445497353094,19.4661871058768,21.725864174999,22.6081943570843,22.3868349187158
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Malawi,MWI,17.556172133103,17.655842210407,17.747962478614,18.3907940135861,18.4990069222553,19.0817402966585,18.4239731099779,16.9073435383995,15.3161172731663
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Malaysia,MYS,38.4496697879603,37.6832735037439,38.1147163565611,38.2914391724977,37.4765552390649,35.9347385342535,37.6826861838931,39.0948343009769,37.6697498125523
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Maldives,MDV,10.7232266023621,11.2741492757581,11.4251984593511,13.0536487046675,11.942543801854,12.5605138294635,9.19229754672137,9.91860128661672,9.69157991037555
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Mali,MLI,18.0893918058157,18.4106670965716,19.3891084098606,20.7455355989539,21.446530569642,21.6707835132548,21.0681686261784,20.6299129345756,19.9332741424242
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Malta,MLT,12.090304685391,12.2786972450304,11.4560569469054,11.5158115860279,12.0664713713003,12.2954383227669,12.0244034812195,11.9376669112725,11.6811185532072
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Marshall Islands,MHL,11.298856831791,15.2969772051536,13.0123069723912,12.1986818181818,14.4171747531129,13.3453680727874,10.6494399382001,8.49952644041042,11.0602776706518
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Mauritania,MRT,22.7465105988095,25.2197600424352,23.7456292323677,23.6350387192204,28.5984350915107,33.6465387739026,32.0818928944898,29.1375503330515,30.590214885559
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Mauritius,MUS,19.1931790105859,18.584513649971,17.7627251983141,17.5995456427096,16.9108859849875,16.6414183044685,18.2388728652672,18.077920986565,18.5576776579874
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Mexico,MEX,30.8402535936115,30.6167913885108,31.9586846731805,32.0438654544068,31.8382961346664,30.9999803878962,31.9695289887429,33.0725119241082,31.5593119973589
